卡号,消费额,付款方式,性别,年龄,物品
72900,14.4639,CARD,M,17,鱼类
29343,11.0385,CHEQUE,F,46,水果
29343,11.0385,CHEQUE,F,46,鲜肉
29343,11.0385,CHEQUE,F,46,白酒
29343,11.0385,CHEQUE,F,46,糖果
109884,35.8216,CARD,F,18,水果
109884,35.8216,CARD,F,18,肉罐头
109884,35.8216,CARD,F,18,冻肉
109884,35.8216,CARD,F,18,软饮料
109884,35.8216,CARD,F,18,鱼类
109884,35.8216,CARD,F,18,糖果
32160,19.7177,CASH,F,33,冻肉
32160,19.7177,CASH,F,33,啤酒
32160,19.7177,CASH,F,33,糖果
59297,49.3566,CHEQUE,F,28,蔬菜罐头
59297,49.3566,CHEQUE,F,28,肉罐头
59297,49.3566,CHEQUE,F,28,啤酒
59297,49.3566,CHEQUE,F,28,白酒
59297,49.3566,CHEQUE,F,28,糖果
101544,38.5665,CARD,M,47,水果
101544,38.5665,CARD,M,47,肉罐头
101544,38.5665,CARD,M,47,冻肉
94004,43.8679,CARD,M,37,肉罐头
94004,43.8679,CARD,M,37,冻肉
94004,43.8679,CARD,M,37,啤酒
91074,46.5642,CARD,F,19,蔬菜罐头
91074,46.5642,CARD,F,19,冻肉
78302,32.6841,CARD,M,33,水果
78302,32.6841,CARD,M,33,蔬菜罐头
65006,10.546,CASH,F,24,水果
65006,10.546,CASH,F,24,软饮料
65006,10.546,CASH,F,24,鱼类
27496,16.3272,CARD,F,48,冻肉
27496,16.3272,CARD,F,48,啤酒
27496,16.3272,CARD,F,48,糖果
27306,17.3906,CHEQUE,F,42,水果
27306,17.3906,CHEQUE,F,42,蔬菜罐头
27306,17.3906,CHEQUE,F,42,冻肉
27306,17.3906,CHEQUE,F,42,啤酒
27306,17.3906,CHEQUE,F,42,软饮料
27306,17.3906,CHEQUE,F,42,糖果
108855,32.8419,CARD,F,30,肉罐头
108855,32.8419,CARD,F,30,白酒
108855,32.8419,CARD,F,30,软饮料
108855,32.8419,CARD,F,30,鱼类
108855,32.8419,CARD,F,30,糖果
30423,44.942,CHEQUE,F,45,软饮料
30423,44.942,CHEQUE,F,45,糖果
14015,31.8657,CASH,M,38,蔬菜罐头
14015,31.8657,CASH,M,38,糖果
19211,35.9545,CARD,M,28,蔬菜罐头
19211,35.9545,CARD,M,28,冻肉
19211,35.9545,CARD,M,28,啤酒
19211,35.9545,CARD,M,28,糖果
18917,47.9346,CARD,M,47,鲜肉
18917,47.9346,CARD,M,47,乳制品
18917,47.9346,CARD,M,47,蔬菜罐头
18917,47.9346,CARD,M,47,冻肉
18917,47.9346,CARD,M,47,啤酒
18917,47.9346,CARD,M,47,糖果
68104,12.329,CHEQUE,F,45,蔬菜罐头
68104,12.329,CHEQUE,F,45,冻肉
68104,12.329,CHEQUE,F,45,啤酒
68104,12.329,CHEQUE,F,45,鱼类
109425,23.2353,CARD,F,20,肉罐头
109425,23.2353,CARD,F,20,白酒
55550,31.475,CASH,M,28,水果
55550,31.475,CASH,M,28,冻肉
55550,31.475,CASH,M,28,白酒
14514,31.6016,CARD,F,45,肉罐头
14514,31.6016,CARD,F,45,软饮料
103087,38.578,CASH,M,35,鲜肉
103087,38.578,CASH,M,35,蔬菜罐头
103087,38.578,CASH,M,35,冻肉
103087,38.578,CASH,M,35,啤酒
103087,38.578,CASH,M,35,白酒
56885,33.5694,CHEQUE,M,27,鲜肉
56885,33.5694,CHEQUE,M,27,蔬菜罐头
56885,33.5694,CHEQUE,M,27,肉罐头
56885,33.5694,CHEQUE,M,27,冻肉
56885,33.5694,CHEQUE,M,27,啤酒
56885,33.5694,CHEQUE,M,27,软饮料
56885,33.5694,CHEQUE,M,27,糖果
69372,11.5395,CARD,F,35,鲜肉
69372,11.5395,CARD,F,35,糖果
105429,15.294,CASH,M,43,水果
105429,15.294,CASH,M,43,鲜肉
105429,15.294,CASH,M,43,冻肉
15317,43.8941,CARD,M,40,乳制品
68156,18.1151,CHEQUE,F,40,啤酒
68156,18.1151,CHEQUE,F,40,软饮料
104971,35.7501,CHEQUE,F,24,白酒
104971,35.7501,CHEQUE,F,24,软饮料
104971,35.7501,CHEQUE,F,24,糖果
78626,33.0971,CASH,M,47,鲜肉
78626,33.0971,CASH,M,47,冻肉
60153,47.156,CARD,M,31,鲜肉
60153,47.156,CARD,M,31,肉罐头
60153,47.156,CARD,M,31,啤酒
60153,47.156,CARD,M,31,白酒
80728,21.2648,CASH,F,28,鲜肉
80728,21.2648,CASH,F,28,蔬菜罐头
80728,21.2648,CASH,F,28,肉罐头
80728,21.2648,CASH,F,28,冻肉
80728,21.2648,CASH,F,28,糖果
100553,24.1456,CARD,M,34,水果
100553,24.1456,CARD,M,34,蔬菜罐头
100553,24.1456,CARD,M,34,白酒
100553,24.1456,CARD,M,34,软饮料
43962,11.6764,CHEQUE,M,49,鱼类
78357,28.8482,CARD,F,40,乳制品
78357,28.8482,CARD,F,40,冻肉
82796,18.5934,CARD,F,17,肉罐头
40459,37.9935,CARD,F,47,乳制品
40459,37.9935,CARD,F,47,白酒
40459,37.9935,CARD,F,47,糖果
106499,26.9588,CASH,M,31,蔬菜罐头
106499,26.9588,CASH,M,31,冻肉
106499,26.9588,CASH,M,31,啤酒
109224,20.0952,CHEQUE,M,18,水果
109224,20.0952,CHEQUE,M,18,啤酒
109224,20.0952,CHEQUE,M,18,鱼类
32182,13.3271,CASH,F,29,啤酒
100393,28.7753,CASH,M,22,水果
100393,28.7753,CASH,M,22,蔬菜罐头
100393,28.7753,CASH,M,22,鱼类
100393,28.7753,CASH,M,22,糖果
26061,47.0537,CASH,M,22,水果
26061,47.0537,CASH,M,22,鲜肉
26061,47.0537,CASH,M,22,蔬菜罐头
26061,47.0537,CASH,M,22,肉罐头
26061,47.0537,CASH,M,22,冻肉
26061,47.0537,CASH,M,22,啤酒
26061,47.0537,CASH,M,22,鱼类
47330,20.9348,CASH,F,21,水果
47330,20.9348,CASH,F,21,冻肉
47330,20.9348,CASH,F,21,白酒
47330,20.9348,CASH,F,21,糖果
94864,43.4745,CHEQUE,F,47,白酒
28959,21.5852,CASH,M,38,冻肉
54462,38.8386,CASH,M,31,乳制品
54462,38.8386,CASH,M,31,蔬菜罐头
54462,38.8386,CASH,M,31,冻肉
54462,38.8386,CASH,M,31,啤酒
54462,38.8386,CASH,M,31,白酒
63880,16.7477,CASH,F,23,水果
63880,16.7477,CASH,F,23,肉罐头
63880,16.7477,CASH,F,23,鱼类
104630,49.6887,CARD,F,19,水果
104630,49.6887,CARD,F,19,白酒
104630,49.6887,CARD,F,19,糖果
11565,44.9745,CASH,F,19,鲜肉
11565,44.9745,CASH,F,19,乳制品
11565,44.9745,CASH,F,19,蔬菜罐头
11565,44.9745,CASH,F,19,白酒
11565,44.9745,CASH,F,19,鱼类
93527,33.361,CASH,M,38,啤酒
93527,33.361,CASH,M,38,白酒
88812,28.8761,CARD,F,34,啤酒
61107,30.314,CARD,F,30,水果
61107,30.314,CARD,F,30,乳制品
104722,33.6677,CARD,M,38,蔬菜罐头
104722,33.6677,CARD,M,38,冻肉
104722,33.6677,CARD,M,38,啤酒
10915,12.4624,CARD,F,22,水果
10915,12.4624,CARD,F,22,乳制品
10915,12.4624,CARD,F,22,肉罐头
10915,12.4624,CARD,F,22,冻肉
10915,12.4624,CARD,F,22,鱼类
78967,36.166,CHEQUE,M,25,蔬菜罐头
78967,36.166,CHEQUE,M,25,冻肉
78967,36.166,CHEQUE,M,25,啤酒
81825,25.0713,CARD,F,21,水果
81825,25.0713,CARD,F,21,乳制品
81825,25.0713,CARD,F,21,鱼类
51846,37.0748,CARD,F,21,水果
51846,37.0748,CARD,F,21,鱼类
30459,32.6755,CHEQUE,F,29,蔬菜罐头
30459,32.6755,CHEQUE,F,29,白酒
30459,32.6755,CHEQUE,F,29,鱼类
30459,32.6755,CHEQUE,F,29,糖果
70018,42.7998,CHEQUE,F,39,水果
70018,42.7998,CHEQUE,F,39,乳制品
70018,42.7998,CHEQUE,F,39,冻肉
70018,42.7998,CHEQUE,F,39,啤酒
70018,42.7998,CHEQUE,F,39,白酒
70018,42.7998,CHEQUE,F,39,鱼类
70018,42.7998,CHEQUE,F,39,糖果
62789,15.1609,CASH,M,25,水果
62789,15.1609,CASH,M,25,蔬菜罐头
62789,15.1609,CASH,M,25,冻肉
62789,15.1609,CASH,M,25,啤酒
102887,33.3158,CHEQUE,M,46,水果
102887,33.3158,CHEQUE,M,46,冻肉
83102,48.0077,CASH,M,47,蔬菜罐头
83102,48.0077,CASH,M,47,冻肉
83102,48.0077,CASH,M,47,啤酒
83102,48.0077,CASH,M,47,鱼类
57268,25.0267,CASH,M,25,水果
57268,25.0267,CASH,M,25,鲜肉
57268,25.0267,CASH,M,25,软饮料
78139,48.5578,CASH,M,29,水果
78139,48.5578,CASH,M,29,蔬菜罐头
78139,48.5578,CASH,M,29,肉罐头
86331,45.4521,CARD,M,29,蔬菜罐头
86331,45.4521,CARD,M,29,冻肉
86331,45.4521,CARD,M,29,啤酒
86331,45.4521,CARD,M,29,鱼类
86331,45.4521,CARD,M,29,糖果
31384,37.2056,CARD,M,27,蔬菜罐头
63996,13.7353,CHEQUE,F,23,蔬菜罐头
63996,13.7353,CHEQUE,F,23,鱼类
99025,29.0798,CARD,M,42,鲜肉
95921,34.8576,CASH,F,43,水果
95921,34.8576,CASH,F,43,白酒
95921,34.8576,CASH,F,43,糖果
99164,30.6965,CASH,M,26,乳制品
99164,30.6965,CASH,M,26,软饮料
99164,30.6965,CASH,M,26,糖果
